"No.","Time","Source","Destination","Protocol","Length","Info"
"5657","2023-05-06 19:37:40.669646","2.17.179.243","192.168.18.48","TCP","1466","[TCP Retransmission] 443  >  50887 [PSH, ACK] Seq=31713 Ack=650 Win=64128 Len=1412"
"5658","2023-05-06 19:37:40.669669","192.168.18.48","2.17.179.243","TCP","66","[TCP Dup ACK 5086#3] 50887  >  443 [ACK] Seq=650 Ack=27477 Win=131072 Len=0 SLE=30301 SRE=35601"
"5659","2023-05-06 19:37:40.671181","2.17.179.243","192.168.18.48","TLSv1.2","1466","[TCP Previous segment not captured] , Ignored Unknown Record"
"5660","2023-05-06 19:37:40.671181","2.17.179.243","192.168.18.48","TLSv1.2","1466","Ignored Unknown Record"
"5661","2023-05-06 19:37:40.671181","2.17.179.243","192.168.18.48","TCP","1466","[TCP Retransmission] 443  >  50882 [ACK] Seq=31182 Ack=650 Win=64128 Len=1412"
"5662","2023-05-06 19:37:40.671181","2.17.179.243","192.168.18.48","TCP","1466","[TCP Retransmission] 443  >  50882 [PSH, ACK] Seq=32594 Ack=650 Win=64128 Len=1412"
"5663","2023-05-06 19:37:40.671216","192.168.18.48","2.17.179.243","TCP","66","[TCP Dup ACK 5273#1] 50915  >  443 [ACK] Seq=650 Ack=4885 Win=131072 Len=0 SLE=26065 SRE=28889"
"5664","2023-05-06 19:37:40.671265","192.168.18.48","2.17.179.243","TCP","74","[TCP Dup ACK 3964#11] 50882  >  443 [ACK] Seq=650 Ack=25534 Win=131072 Len=0 SLE=28358 SRE=43890 SLE=45302 SRE=50574"
"5665","2023-05-06 19:37:40.671973","2.17.179.243","192.168.18.48","TLSv1.2","1466","Ignored Unknown Record"
"5666","2023-05-06 19:37:40.671973","2.17.179.243","192.168.18.48","TLSv1.2","1466","Ignored Unknown Record"
"5667","2023-05-06 19:37:40.671999","192.168.18.48","2.17.179.243","TCP","82","[TCP Dup ACK 5174#9] 50919  >  443 [ACK] Seq=650 Ack=14769 Win=131072 Len=0 SLE=37361 SRE=45833 SLE=28889 SRE=33125 SLE=20417 SRE=23241"
"5668","2023-05-06 19:37:40.672880","2.17.179.243","192.168.18.48","TCP","1466","[TCP Retransmission] 443  >  50918 [ACK] Seq=33125 Ack=650 Win=64128 Len=1412"
"5669","2023-05-06 19:37:40.672880","2.17.179.243","192.168.18.48","TCP","1466","[TCP Previous segment not captured] 443  >  50922 [ACK] Seq=26065 Ack=650 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5670","2023-05-06 19:37:40.672880","2.17.179.243","192.168.18.48","TCP","1466","443  >  50922 [PSH, ACK] Seq=27477 Ack=650 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5671","2023-05-06 19:37:40.672880","2.17.179.243","192.168.18.48","TCP","54","443  >  50928 [ACK] Seq=4155 Ack=490 Win=64128 Len=0"
"5672","2023-05-06 19:37:40.672900","192.168.18.48","2.17.179.243","TCP","74","[TCP Dup ACK 5270#8] 50918  >  443 [ACK] Seq=650 Ack=9121 Win=131072 Len=0 SLE=27477 SRE=35949 SLE=14769 SRE=26065"
"5673","2023-05-06 19:37:40.672922","192.168.18.48","2.17.179.243","TCP","74","[TCP Dup ACK 5286#3] 50922  >  443 [ACK] Seq=650 Ack=6297 Win=131072 Len=0 SLE=26065 SRE=28889 SLE=20417 SRE=23241"
"5674","2023-05-06 19:37:40.673739","2.17.179.243","192.168.18.48","TLSv1.2","1466","Ignored Unknown Record"
"5675","2023-05-06 19:37:40.673739","2.17.179.243","192.168.18.48","TCP","1466","[TCP Out-Of-Order] 443  >  50916 [ACK] Seq=42478 Ack=650 Win=64128 Len=1412"
"5676","2023-05-06 19:37:40.673763","192.168.18.48","2.17.179.243","TCP","74","[TCP Dup ACK 5270#9] 50918  >  443 [ACK] Seq=650 Ack=9121 Win=131072 Len=0 SLE=27477 SRE=37361 SLE=14769 SRE=26065"
"5677","2023-05-06 19:37:40.673801","192.168.18.48","2.17.179.243","TCP","82","[TCP Dup ACK 4774#10] 50916  >  443 [ACK] Seq=650 Ack=19886 Win=131072 Len=0 SLE=39654 SRE=48126 SLE=22710 SRE=36830 SLE=52362 SRE=53246"
"5678","2023-05-06 19:37:40.675461","2.17.179.243","192.168.18.48","TCP","1466","443  >  50922 [ACK] Seq=28889 Ack=650 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5679","2023-05-06 19:37:40.675483","192.168.18.48","2.17.179.243","TCP","74","[TCP Dup ACK 5286#4] 50922  >  443 [ACK] Seq=650 Ack=6297 Win=131072 Len=0 SLE=26065 SRE=30301 SLE=20417 SRE=23241"
"5680","2023-05-06 19:37:40.679391","2.17.179.243","192.168.18.48","TCP","1466","[TCP Fast Retransmission] 443  >  50918 [ACK] Seq=9121 Ack=650 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5681","2023-05-06 19:37:40.679442","192.168.18.48","2.17.179.243","TCP","74","50918  >  443 [ACK] Seq=650 Ack=10533 Win=131072 Len=0 SLE=27477 SRE=37361 SLE=14769 SRE=26065"
"5682","2023-05-06 19:37:40.680215","2.17.179.243","192.168.18.48","TLSv1.2","1466","Ignored Unknown Record"
"5683","2023-05-06 19:37:40.680246","192.168.18.48","2.17.179.243","TCP","66","[TCP Dup ACK 4621#4] 50921  >  443 [ACK] Seq=650 Ack=3473 Win=131072 Len=0 SLE=20417 SRE=27477"
"5684","2023-05-06 19:37:40.680858","2.17.179.243","192.168.18.48","TLSv1.2","1466","Ignored Unknown Record"
"5685","2023-05-06 19:37:40.680872","192.168.18.48","2.17.179.243","TCP","66","[TCP Dup ACK 4621#5] 50921  >  443 [ACK] Seq=650 Ack=3473 Win=131072 Len=0 SLE=20417 SRE=28889"
"5686","2023-05-06 19:37:40.682905","2.17.179.243","192.168.18.48","TCP","1466","[TCP Previous segment not captured] 443  >  50922 [ACK] Seq=31713 Ack=650 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5687","2023-05-06 19:37:40.682930","192.168.18.48","2.17.179.243","TCP","82","[TCP Dup ACK 5286#5] 50922  >  443 [ACK] Seq=650 Ack=6297 Win=131072 Len=0 SLE=31713 SRE=33125 SLE=26065 SRE=30301 SLE=20417 SRE=23241"
"5688","2023-05-06 19:37:40.683133","2.17.179.243","192.168.18.48","TCP","1466","443  >  50922 [PSH, ACK] Seq=33125 Ack=650 Win=64128 Len=1412 [TCP segment of a reassembled PDU], Ignored Unknown Record"
"5689","2023-05-06 19:37:40.683150","192.168.18.48","2.17.179.243","TCP","82","[TCP Dup ACK 5286#6] 50922  >  443 [ACK] Seq=650 Ack=6297 Win=131072 Len=0 SLE=31713 SRE=34537 SLE=26065 SRE=30301 SLE=20417 SRE=23241"
"5690","2023-05-06 19:37:40.684617","2.17.179.243","192.168.18.48","TLSv1.2","1466","Ignored Unknown Record"
"5691","2023-05-06 19:37:40.684617","2.17.179.243","192.168.18.48","TLSv1.2","1466","Ignored Unknown Record"
"5692","2023-05-06 19:37:40.684617","2.17.179.243","192.168.18.48","TCP","1466","[TCP Out-Of-Order] 443  >  50877 [ACK] Seq=19886 Ack=650 Win=64128 Len=1412"
"5693","2023-05-06 19:37:40.684617","2.17.179.243","192.168.18.48","TCP","1466","[TCP Out-Of-Order] 443  >  50877 [PSH, ACK] Seq=21298 Ack=650 Win=64128 Len=1412"
"5694","2023-05-06 19:37:40.684646","192.168.18.48","2.17.179.243","TCP","66","[TCP Dup ACK 4621#6] 50921  >  443 [ACK] Seq=650 Ack=3473 Win=131072 Len=0 SLE=20417 SRE=31713"
"5695","2023-05-06 19:37:40.684687","192.168.18.48","2.17.179.243","TCP","82","[TCP Dup ACK 5203#8] 50877  >  443 [ACK] Seq=650 Ack=16181 Win=131072 Len=0 SLE=19886 SRE=31182 SLE=42478 SRE=43631 SLE=36830 SRE=41066"
"5696","2023-05-06 19:37:40.685874","2.17.179.243","192.168.18.48","TLSv1.2","1466","[TCP Previous segment not captured] , Ignored Unknown Record"
"5697","2023-05-06 19:37:40.685874","2.17.179.243","192.168.18.48","TLSv1.2","1466","Ignored Unknown Record"
"5698","2023-05-06 19:37:40.685916","192.168.18.48","2.17.179.243","TCP","90","[TCP Dup ACK 5266#7] 50908  >  443 [ACK] Seq=650 Ack=4885 Win=131072 Len=0 SLE=47245 SRE=50069 SLE=40185 SRE=43009 SLE=11945 SRE=26065 SLE=6297 SRE=9121"
"5699","2023-05-06 19:37:40.687405","2.17.179.243","192.168.18.48","TCP","1466","[TCP Out-Of-Order] 443  >  50910 [ACK] Seq=19005 Ack=650 Win=64128 Len=1412"
"5700","2023-05-06 19:37:40.687462","192.168.18.48","2.17.179.243","TCP","74","50910  >  443 [ACK] Seq=650 Ack=34537 Win=131072 Len=0 SLE=41597 SRE=44421 SLE=37361 SRE=40185"
"5701","2023-05-06 19:37:40.688161","2.17.179.243","192.168.18.48","TCP","1466","[TCP Fast Retransmission] 443  >  50919 [ACK] Seq=14769 Ack=650 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5702","2023-05-06 19:37:40.688215","192.168.18.48","2.17.179.243","TCP","82","50919  >  443 [ACK] Seq=650 Ack=16181 Win=131072 Len=0 SLE=37361 SRE=45833 SLE=28889 SRE=33125 SLE=20417 SRE=23241"
"5703","2023-05-06 19:37:40.689701","2.17.179.243","192.168.18.48","TLSv1.2","1466","Ignored Unknown Record"
"5704","2023-05-06 19:37:40.689731","192.168.18.48","2.17.179.243","TCP","82","[TCP Dup ACK 5286#7] 50922  >  443 [ACK] Seq=650 Ack=6297 Win=131072 Len=0 SLE=31713 SRE=35949 SLE=26065 SRE=30301 SLE=20417 SRE=23241"
"5705","2023-05-06 19:37:40.698577","2.17.179.243","192.168.18.48","TLSv1.2","1466","Ignored Unknown Record"
"5706","2023-05-06 19:37:40.698577","2.17.179.243","192.168.18.48","TLSv1.2","1466","[TCP Previous segment not captured] , Ignored Unknown Record"
"5707","2023-05-06 19:37:40.698577","2.17.179.243","192.168.18.48","TCP","1466","[TCP Out-Of-Order] 443  >  50908 [ACK] Seq=50069 Ack=650 Win=64128 Len=1412"
"5708","2023-05-06 19:37:40.698577","2.17.179.243","192.168.18.48","TCP","1466","[TCP Retransmission] 443  >  50917 [ACK] Seq=16181 Ack=650 Win=64128 Len=1412"
"5709","2023-05-06 19:37:40.698577","2.17.179.243","192.168.18.48","TLSv1.2","1466","Ignored Unknown Record"
"5710","2023-05-06 19:37:40.698577","2.17.179.243","192.168.18.48","TLSv1.2","1466","Ignored Unknown Record"
"5711","2023-05-06 19:37:40.698577","2.17.179.243","192.168.18.48","TCP","1466","[TCP Retransmission] 443  >  50916 [ACK] Seq=48126 Ack=650 Win=64128 Len=1412"
"5712","2023-05-06 19:37:40.698577","2.17.179.243","192.168.18.48","TCP","1466","[TCP Retransmission] 443  >  50916 [PSH, ACK] Seq=49538 Ack=650 Win=64128 Len=1412"
"5713","2023-05-06 19:37:40.698577","2.17.179.243","192.168.18.48","TCP","1466","[TCP Retransmission] 443  >  50917 [ACK] Seq=17593 Ack=650 Win=64128 Len=1412"
"5714","2023-05-06 19:37:40.698577","2.17.179.243","192.168.18.48","TCP","1466","[TCP Out-Of-Order] 443  >  50919 [ACK] Seq=17593 Ack=650 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5715","2023-05-06 19:37:40.698577","2.17.179.243","192.168.18.48","TCP","1466","[TCP Out-Of-Order] 443  >  50919 [PSH, ACK] Seq=19005 Ack=650 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5716","2023-05-06 19:37:40.698577","2.17.179.243","192.168.18.48","TCP","1466","[TCP Out-Of-Order] 443  >  50912 [ACK] Seq=23241 Ack=650 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5717","2023-05-06 19:37:40.698577","2.17.179.243","192.168.18.48","TLSv1.2","1466","[TCP Previous segment not captured] , Ignored Unknown Record"
"5718","2023-05-06 19:37:40.698647","192.168.18.48","2.17.179.243","TCP","90","[TCP Dup ACK 5266#8] 50908  >  443 [ACK] Seq=650 Ack=4885 Win=131072 Len=0 SLE=51481 SRE=52893 SLE=47245 SRE=50069 SLE=40185 SRE=43009 SLE=11945 SRE=26065"
"5719","2023-05-06 19:37:40.698715","192.168.18.48","2.17.179.243","TCP","82","[TCP Dup ACK 5702#1] 50919  >  443 [ACK] Seq=650 Ack=16181 Win=131072 Len=0 SLE=17593 SRE=23241 SLE=37361 SRE=45833 SLE=28889 SRE=33125"
"5720","2023-05-06 19:37:40.698738","192.168.18.48","2.17.179.243","TCP","82","[TCP Dup ACK 4905#6] 50912  >  443 [ACK] Seq=650 Ack=9121 Win=131072 Len=0 SLE=10533 SRE=24653 SLE=28889 SRE=33125 SLE=26065 SRE=27477"
"5721","2023-05-06 19:37:40.698758","192.168.18.48","2.17.179.243","TCP","82","[TCP Dup ACK 5286#8] 50922  >  443 [ACK] Seq=650 Ack=6297 Win=131072 Len=0 SLE=31713 SRE=37361 SLE=26065 SRE=30301 SLE=20417 SRE=23241"
"5722","2023-05-06 19:37:40.698778","192.168.18.48","2.17.179.243","TCP","90","[TCP Dup ACK 5266#9] 50908  >  443 [ACK] Seq=650 Ack=4885 Win=131072 Len=0 SLE=47245 SRE=52893 SLE=40185 SRE=43009 SLE=11945 SRE=26065 SLE=6297 SRE=9121"
"5723","2023-05-06 19:37:40.698798","192.168.18.48","2.17.179.243","TCP","74","[TCP Dup ACK 5358#1] 50917  >  443 [ACK] Seq=650 Ack=14769 Win=131072 Len=0 SLE=16181 SRE=19005 SLE=20417 SRE=28976"
"5724","2023-05-06 19:37:40.698817","192.168.18.48","2.17.179.243","TCP","66","[TCP Dup ACK 4621#7] 50921  >  443 [ACK] Seq=650 Ack=3473 Win=131072 Len=0 SLE=20417 SRE=34537"
"5725","2023-05-06 19:37:40.698837","192.168.18.48","2.17.179.243","TCP","82","[TCP Dup ACK 4774#11] 50916  >  443 [ACK] Seq=650 Ack=19886 Win=131072 Len=0 SLE=39654 SRE=50950 SLE=22710 SRE=36830 SLE=52362 SRE=53246"
"5726","2023-05-06 19:37:40.698858","192.168.18.48","2.17.179.243","TCP","82","[TCP Dup ACK 5365#3] 50860  >  443 [ACK] Seq=650 Ack=13357 Win=131072 Len=0 SLE=27477 SRE=28889 SLE=23241 SRE=26065 SLE=14769 SRE=16181"
"5727","2023-05-06 19:37:40.699927","2.17.179.243","192.168.18.48","TCP","1466","[TCP Out-Of-Order] 443  >  50912 [ACK] Seq=27477 Ack=650 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5728","2023-05-06 19:37:40.699936","192.168.18.48","2.17.179.243","TCP","74","[TCP Dup ACK 4905#7] 50912  >  443 [ACK] Seq=650 Ack=9121 Win=131072 Len=0 SLE=26065 SRE=33125 SLE=10533 SRE=24653"
"5729","2023-05-06 19:37:40.701574","2.17.179.243","192.168.18.48","TLSv1.2","1466","[TCP Previous segment not captured] , Ignored Unknown Record"
"5730","2023-05-06 19:37:40.701604","192.168.18.48","2.17.179.243","TCP","90","[TCP Dup ACK 5702#2] 50919  >  443 [ACK] Seq=650 Ack=16181 Win=131072 Len=0 SLE=48657 SRE=50069 SLE=17593 SRE=23241 SLE=37361 SRE=45833 SLE=28889 SRE=33125"
"5731","2023-05-06 19:37:40.704900","2.17.179.243","192.168.18.48","TLSv1.2","1466","Ignored Unknown Record"
"5732","2023-05-06 19:37:40.704991","192.168.18.48","2.17.179.243","TCP","90","[TCP Dup ACK 5702#3] 50919  >  443 [ACK] Seq=650 Ack=16181 Win=131072 Len=0 SLE=48657 SRE=51481 SLE=17593 SRE=23241 SLE=37361 SRE=45833 SLE=28889 SRE=33125"
"5733","2023-05-06 19:37:40.705595","2.17.179.243","192.168.18.48","TCP","1466","[TCP Out-Of-Order] 443  >  50907 [ACK] Seq=28889 Ack=650 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5734","2023-05-06 19:37:40.705614","192.168.18.48","2.17.179.243","TCP","82","[TCP Dup ACK 5496#1] 50907  >  443 [ACK] Seq=650 Ack=20417 Win=131072 Len=0 SLE=23241 SRE=30301 SLE=45833 SRE=50957 SLE=31713 SRE=44421"
"5735","2023-05-06 19:37:40.706502","2.17.179.243","192.168.18.48","TCP","1466","[TCP Out-Of-Order] 443  >  50907 [PSH, ACK] Seq=30301 Ack=650 Win=64128 Len=1412"
"5736","2023-05-06 19:37:40.706502","2.17.179.243","192.168.18.48","TLSv1.2","1466","[TCP Previous segment not captured] , Ignored Unknown Record"
"5737","2023-05-06 19:37:40.706502","2.17.179.243","192.168.18.48","TLSv1.2","1466","Ignored Unknown Record"
"5738","2023-05-06 19:37:40.706518","192.168.18.48","2.17.179.243","TCP","74","[TCP Dup ACK 5496#2] 50907  >  443 [ACK] Seq=650 Ack=20417 Win=131072 Len=0 SLE=23241 SRE=44421 SLE=45833 SRE=50957"
"5739","2023-05-06 19:37:40.706537","192.168.18.48","2.17.179.243","TCP","90","[TCP Dup ACK 5365#4] 50860  >  443 [ACK] Seq=650 Ack=13357 Win=131072 Len=0 SLE=31713 SRE=34537 SLE=27477 SRE=28889 SLE=23241 SRE=26065 SLE=14769 SRE=16181"
"5740","2023-05-06 19:37:40.709177","2.17.179.243","192.168.18.48","TLSv1.2","1466","[TCP Fast Retransmission] , Application Data"
"5741","2023-05-06 19:37:40.709236","192.168.18.48","2.17.179.243","TCP","66","50912  >  443 [ACK] Seq=650 Ack=24653 Win=131072 Len=0 SLE=26065 SRE=33125"
"5742","2023-05-06 19:37:40.709886","2.17.179.243","192.168.18.48","TLSv1.2","1466","Ignored Unknown Record"
"5743","2023-05-06 19:37:40.709913","192.168.18.48","2.17.179.243","TCP","90","[TCP Dup ACK 5702#4] 50919  >  443 [ACK] Seq=650 Ack=16181 Win=131072 Len=0 SLE=48657 SRE=52893 SLE=17593 SRE=23241 SLE=37361 SRE=45833 SLE=28889 SRE=33125"
"5744","2023-05-06 19:37:40.713356","2.17.179.243","192.168.18.48","TLSv1.2","1466","Ignored Unknown Record"
"5745","2023-05-06 19:37:40.713397","192.168.18.48","2.17.179.243","TCP","90","[TCP Dup ACK 5702#5] 50919  >  443 [ACK] Seq=650 Ack=16181 Win=131072 Len=0 SLE=48657 SRE=54305 SLE=17593 SRE=23241 SLE=37361 SRE=45833 SLE=28889 SRE=33125"
"5746","2023-05-06 19:37:40.714743","2.17.179.243","192.168.18.48","TLSv1.2","443","Application Data"
"5747","2023-05-06 19:37:40.714760","192.168.18.48","2.17.179.243","TCP","66","[TCP Dup ACK 5741#1] 50912  >  443 [ACK] Seq=650 Ack=24653 Win=131072 Len=0 SLE=26065 SRE=33514"
"5748","2023-05-06 19:37:40.720277","2407:d000:b:7008:5d49:e746:bd25:c0b5","2a00:1450:4018:807::200e","TCP","75","50322  >  443 [ACK] Seq=1 Ack=1 Win=509 Len=1 [TCP segment of a reassembled PDU]"
"5749","2023-05-06 19:37:40.720437","2.17.179.243","192.168.18.48","TCP","1466","[TCP Out-Of-Order] 443  >  50922 [ACK] Seq=6297 Ack=650 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5750","2023-05-06 19:37:40.720437","2.17.179.243","192.168.18.48","TCP","1466","[TCP Out-Of-Order] 443  >  50922 [PSH, ACK] Seq=7709 Ack=650 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5751","2023-05-06 19:37:40.720437","2.17.179.243","192.168.18.48","TLSv1.2","284","Ignored Unknown Record"
"5752","2023-05-06 19:37:40.720437","2.17.179.243","192.168.18.48","TCP","1466","[TCP Out-Of-Order] 443  >  50896 [ACK] Seq=43009 Ack=650 Win=64128 Len=1412"
"5753","2023-05-06 19:37:40.720437","2.17.179.243","192.168.18.48","TCP","1466","[TCP Out-Of-Order] 443  >  50896 [ACK] Seq=47245 Ack=650 Win=64128 Len=1412"
"5754","2023-05-06 19:37:40.720437","2.17.179.243","192.168.18.48","TCP","1466","[TCP Out-Of-Order] 443  >  50922 [ACK] Seq=9121 Ack=650 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5755","2023-05-06 19:37:40.720437","2.17.179.243","192.168.18.48","TCP","1466","[TCP Out-Of-Order] 443  >  50922 [PSH, ACK] Seq=10533 Ack=650 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5756","2023-05-06 19:37:40.720437","2.17.179.243","192.168.18.48","TCP","1466","[TCP Retransmission] 443  >  50914 [ACK] Seq=10533 Ack=650 Win=64128 Len=1412"
"5757","2023-05-06 19:37:40.720437","2.17.179.243","192.168.18.48","TCP","54","443  >  50897 [ACK] Seq=41640 Ack=681 Win=64128 Len=0"
"5758","2023-05-06 19:37:40.720437","2.17.179.243","192.168.18.48","TCP","1466","[TCP Out-Of-Order] 443  >  50921 [ACK] Seq=3473 Ack=650 Win=64128 Len=1412"
"5759","2023-05-06 19:37:40.720437","2.17.179.243","192.168.18.48","TCP","1466","[TCP Out-Of-Order] 443  >  50921 [PSH, ACK] Seq=4885 Ack=650 Win=64128 Len=1412"
"5760","2023-05-06 19:37:40.720437","2.17.179.243","192.168.18.48","TCP","1466","[TCP Retransmission] 443  >  50914 [ACK] Seq=11945 Ack=650 Win=64128 Len=1412"
"5761","2023-05-06 19:37:40.720437","2.17.179.243","192.168.18.48","TCP","1466","[TCP Out-Of-Order] 443  >  50921 [ACK] Seq=6297 Ack=650 Win=64128 Len=1412"
"5762","2023-05-06 19:37:40.720437","2.17.179.243","192.168.18.48","TCP","1466","[TCP Out-Of-Order] 443  >  50921 [PSH, ACK] Seq=7709 Ack=650 Win=64128 Len=1412"
"5763","2023-05-06 19:37:40.720532","192.168.18.48","2.17.179.243","TCP","66","50896  >  443 [ACK] Seq=650 Ack=47245 Win=131072 Len=0 SLE=48657 SRE=49101"
"5764","2023-05-06 19:37:40.720582","192.168.18.48","2.17.179.243","TCP","82","50922  >  443 [ACK] Seq=650 Ack=11945 Win=131072 Len=0 SLE=31713 SRE=37361 SLE=26065 SRE=30301 SLE=20417 SRE=23241"
"5765","2023-05-06 19:37:40.720600","192.168.18.48","2.17.179.243","TCP","90","[TCP Dup ACK 5365#5] 50860  >  443 [ACK] Seq=650 Ack=13357 Win=131072 Len=0 SLE=31713 SRE=34767 SLE=27477 SRE=28889 SLE=23241 SRE=26065 SLE=14769 SRE=16181"
"5766","2023-05-06 19:37:40.720619","192.168.18.48","2.17.179.243","TCP","54","50896  >  443 [ACK] Seq=650 Ack=49101 Win=131072 Len=0"
"5767","2023-05-06 19:37:40.720641","192.168.18.48","2.17.179.243","TCP","66","50914  >  443 [ACK] Seq=650 Ack=11945 Win=131072 Len=0 SLE=31182 SRE=32811"
"5768","2023-05-06 19:37:40.720682","192.168.18.48","2.17.179.243","TCP","66","50921  >  443 [ACK] Seq=650 Ack=9121 Win=131072 Len=0 SLE=20417 SRE=34537"
"5769","2023-05-06 19:37:40.720706","192.168.18.48","2.17.179.243","TCP","66","50914  >  443 [ACK] Seq=650 Ack=13357 Win=131072 Len=0 SLE=31182 SRE=32811"
"5770","2023-05-06 19:37:40.725168","2.17.179.243","192.168.18.48","TCP","1466","443  >  50928 [ACK] Seq=4155 Ack=490 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5771","2023-05-06 19:37:40.725822","2.17.179.243","192.168.18.48","TLSv1.2","551","Application Data"
"5772","2023-05-06 19:37:40.725849","192.168.18.48","2.17.179.243","TCP","54","50928  >  443 [ACK] Seq=490 Ack=6064 Win=131072 Len=0"
"5773","2023-05-06 19:37:40.726428","192.168.18.48","2.17.179.243","TLSv1.2","85","Encrypted Alert"
"5774","2023-05-06 19:37:40.726507","192.168.18.48","2.17.179.243","TCP","54","50928  >  443 [FIN, ACK] Seq=521 Ack=6064 Win=131072 Len=0"
"5775","2023-05-06 19:37:40.726947","2.17.179.243","192.168.18.48","TCP","1466","[TCP Out-Of-Order] 443  >  50922 [ACK] Seq=11945 Ack=650 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5776","2023-05-06 19:37:40.726947","2.17.179.243","192.168.18.48","TCP","1466","[TCP Out-Of-Order] 443  >  50922 [PSH, ACK] Seq=13357 Ack=650 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5777","2023-05-06 19:37:40.726947","2.17.179.243","192.168.18.48","TCP","1466","443  >  50923 [ACK] Seq=26065 Ack=650 Win=64128 Len=1412"
"5778","2023-05-06 19:37:40.726947","2.17.179.243","192.168.18.48","TLSv1.2","1466","Ignored Unknown Record"
"5779","2023-05-06 19:37:40.726969","192.168.18.48","2.17.179.243","TCP","82","50922  >  443 [ACK] Seq=650 Ack=14769 Win=131072 Len=0 SLE=31713 SRE=37361 SLE=26065 SRE=30301 SLE=20417 SRE=23241"
"5780","2023-05-06 19:37:40.726992","192.168.18.48","2.17.179.243","TCP","66","[TCP Dup ACK 4853#4] 50923  >  443 [ACK] Seq=650 Ack=3473 Win=131072 Len=0 SLE=20417 SRE=28889"
"5781","2023-05-06 19:37:40.730148","2.17.179.243","192.168.18.48","TLSv1.2","1466","Ignored Unknown Record"
"5782","2023-05-06 19:37:40.730148","2.17.179.243","192.168.18.48","TCP","1466","443  >  50923 [PSH, ACK] Seq=30301 Ack=650 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5783","2023-05-06 19:37:40.730148","2.17.179.243","192.168.18.48","TCP","1466","[TCP Out-Of-Order] 443  >  50921 [ACK] Seq=9121 Ack=650 Win=64128 Len=1412"
"5784","2023-05-06 19:37:40.730148","2.17.179.243","192.168.18.48","TCP","1466","[TCP Out-Of-Order] 443  >  50921 [PSH, ACK] Seq=10533 Ack=650 Win=64128 Len=1412"
"5785","2023-05-06 19:37:40.730148","2.17.179.243","192.168.18.48","TCP","1466","[TCP Out-Of-Order] 443  >  50913 [ACK] Seq=6297 Ack=650 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5786","2023-05-06 19:37:40.730148","2.17.179.243","192.168.18.48","TCP","1466","[TCP Out-Of-Order] 443  >  50913 [PSH, ACK] Seq=7709 Ack=650 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5787","2023-05-06 19:37:40.730168","192.168.18.48","2.17.179.243","TCP","66","[TCP Dup ACK 4853#5] 50923  >  443 [ACK] Seq=650 Ack=3473 Win=131072 Len=0 SLE=20417 SRE=31713"
"5788","2023-05-06 19:37:40.730202","192.168.18.48","2.17.179.243","TCP","66","50921  >  443 [ACK] Seq=650 Ack=11945 Win=131072 Len=0 SLE=20417 SRE=34537"
"5789","2023-05-06 19:37:40.730217","192.168.18.48","2.17.179.243","TCP","66","50913  >  443 [ACK] Seq=650 Ack=9121 Win=131072 Len=0 SLE=20417 SRE=31713"
"5790","2023-05-06 19:37:40.730556","2.17.179.243","192.168.18.48","TCP","1466","[TCP Out-Of-Order] 443  >  50922 [ACK] Seq=14769 Ack=650 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5791","2023-05-06 19:37:40.730583","192.168.18.48","2.17.179.243","TCP","82","50922  >  443 [ACK] Seq=650 Ack=16181 Win=131072 Len=0 SLE=31713 SRE=37361 SLE=26065 SRE=30301 SLE=20417 SRE=23241"
"5792","2023-05-06 19:37:40.732669","fe80::25c9:3a77:9a74:3da9","fe80::1","DNS","97","Standard query 0x367b AAAA www.mathworks.com"
"5793","2023-05-06 19:37:40.734669","2.17.179.243","192.168.18.48","TCP","1466","[TCP Out-Of-Order] 443  >  50913 [ACK] Seq=9121 Ack=650 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"5794","2023-05-06 19:37:40.734717","192.168.18.48","2.17.179.243","TCP","66","50913  >  443 [ACK] Seq=650 Ack=10533 Win=131072 Len=0 SLE=20417 SRE=31713"
